2016,2017,2018,2019,2020,2021,2022,2023,2024
9.421478484737035,2.1456364647026125,1.7307072103202028,1.4174267417038617,1.2617495711835334,0.9723145071982281,1.0059368664929047,,0.7302403443740284
16.286947141316073,3.5508333333333333,2.4850982878883956,2.076564924987067,1.4872398900667452,1.2310430758276967,1.1633228840125391,,0.790653764455983
64.18461538461538,17.31122448979592,6.364814814814815,2.621584699453552,1.3836163836163837,0.9607515657620042,0.9334212261041529,,0.5389686837767836
52.65806451612903,7.252824858757062,4.796891191709845,3.470049330514447,2.480337078651685,1.7589164785553046,1.6541326711599857,,0.9312267657992565
26.262569832402235,4.029905178701678,2.4734251968503935,1.8240328654570352,1.5836845273931366,1.1477272727272727,1.216708229426434,,0.7727429359062715
67.30384615384615,5.094298245614035,2.845203488372093,1.9537262542620555,1.6025812194036493,1.0338245144005358,1.109442060085837,,0.6205405405405405
348.9574468085106,8.648409893992932,4.380692167577413,2.507725093233884,1.5880562951692658,1.050316360349503,1.0549781181619255,,0.6182284040995608
417.3333333333333,14.908675799086758,4.4320323014804845,2.794779477947795,1.5968039336201598,1.3298800436205016,1.20533208606174,,0.5433728448275862
22.466266866566716,5.114216281895504,3.8940719144800777,3.0946348733233977,2.1711136890951277,1.7681982447083118,1.8570066730219257,,0.7613552663884114
2056.5,68.93103448275862,13.968944099378882,6.918032786885246,4.7785087719298245,1.86,1.399346405228758,,0.6328607778989458
37.0855614973262,3.807471264367816,2.9605792437650846,2.532235939643347,2.016004742145821,1.5467851542080502,1.458744394618834,,0.8361934477379095
10.238313473877177,2.46301775147929,1.878787878787879,1.7329255861365953,1.3377926421404682,1.0858439950474619,0.9831056793673616,,0.6168929110105581
16.416353383458645,3.696078431372549,2.915445321307779,2.244784422809458,1.5392320534223707,1.3828125,1.5574144486692014,,1.0135451940609534
14.6946847960445,2.297416974169742,1.6300174520069808,1.3882075471698114,0.9268203439443835,0.7213426219126029,0.7042420646692377,,0.4869606448553817
12.367362722351121,2.033693304535637,1.7267080745341614,1.8016905071521456,1.3164520743919885,0.9004926108374385,0.9029971648440664,,0.6275679257786614
6.433828276307295,1.1457556935817805,0.8778135048231511,0.7667887667887668,0.6448266448266449,0.533737680060652,0.5316210322267991,,0.45526881720430107
21.3015332197615,3.592050209205021,1.8032009484291642,1.234763948497854,1.013823064770932,0.8296627666896077,0.8468884781269255,,0.4629080118694362
56.41081081081081,9.24709784411277,5.189454870420018,2.624596959926301,2.2226787181594085,1.8068225373706401,1.732729711602951,,1.1079229122055674
27.27310061601643,3.718390804597701,1.8826995179432244,1.468250342622202,1.2686390532544378,1.0432525951557095,0.9667480170835876,,0.6180469715698393
31.748427672955973,6.090816326530613,3.3428734974241556,3.2119205298013247,1.676413881748072,1.2291176470588234,1.2556018759770713,,0.8282647584973166
81.63888888888889,6.893039049235993,4.824611032531824,3.1886429258902793,1.7874774232390127,1.1386896221903395,1.163985876814437,,0.9202216066481994
18.792573623559537,3.406140350877193,2.0763447079236554,1.3951815893563466,1.0488861386138615,0.8530107809623981,0.8099883855981417,,0.5698848538529673
278.1372549019608,34.974137931034484,14.701195219123505,12.09433962264151,5.6917431192660555,4.304761904761905,3.6573426573426575,,0.978414720452937
36.37684729064039,5.4126778783958605,3.4831460674157304,3.278030303030303,2.0486486486486486,1.3827936201063316,1.3921124206708975,,1.0099111414900888
35.83218390804598,7.420454545454546,5.197575757575757,2.264190981432361,1.2964509394572026,0.9229442208165612,0.9436287362349239,,0.5877225519287834
